id,sender,subject,email_text,label,source,model,prompt_type,context,date_collected
153,"RMU IT Support support@rmu-it.team (mailto:support@rmu-it.team)
","Action Required: Verify & Reset University Credentials for 2026 Compliance 
","Dear Colleague,  As part of the annual university-wide identity and access management compliance review for the 2026 academic year, all staff are required to verify their account and reset their password through our updated secure portal.  Your account has been flagged for immediate action due to pending compliance status.  Please click the link below to complete the quick verification and password update process (should take less than 2 minutes):  [Complete Verification & Reset Password →]  Skipping or delaying this step may lead to restricted access to critical systems including email, timetable, finance approvals, and research storage.  For assistance, contact the IT Service Desk via phone or live chat.  Thank you for your attention to this important security requirement.  Kind regards,
IT Support & Compliance
Riverside Metropolitan University
Email: support@rmu.ac.uk
Internal extension: 4567
",1,AI,Grok,role-based,academic,
154,"Fraud Prevention Unit fraudalert@secure-bank-alerts.net (mailto:fraudalert@secure-bank-alerts.net)
","URGENT FRAUD ALERT: Your Account Has Been Flagged – Action Required
","Dear Customer,  Our Fraud Investigation Team has detected multiple high-risk transactions and login attempts on your account that do not match your established pattern of activity.  To prevent any further unauthorized access and to avoid immediate suspension of your account (including debit card, online banking, and direct debits), you must confirm your identity within the next 4 hours.  Failure to complete this verification will result in your account being placed on full hold for security reasons.  Please use the secure link below to verify your identity and review the flagged activity:
[Confirm Identity & Secure Account →]  Case Reference: FRAUD-2026-784129
Detected Activity: 05 Feb 2026 – 19:12 GMT onward  We apologise for any inconvenience and thank you for your prompt cooperation in protecting your account.  Regards,
Fraud Investigation & Prevention Team
Secure Banking Services
",1,AI,Grok,role-based,finance,
155,"Security & Fraud Operations security@bank-protect.team (mailto:security@bank-protect.team)
","Account Temporarily Restricted – Identity Verification Required Today  
","Dear Youssef,  As part of an ongoing fraud investigation, suspicious activity has been identified on your account (including an attempted large transfer and login from an unrecognized device at approximately 19:45 GMT today).  Your account has been placed under temporary protective hold to safeguard your funds. To lift this restriction and restore full access (online banking, mobile app, ATM withdrawals, and payments), you are required to verify your identity immediately.  Complete the quick secure verification here:
[Verify Identity to Release Account Hold →]  Reference Number: SEC-2026-Y47829
Hold Reason: Suspected Compromise
Deadline: Before 23:59 GMT today (05 February 2026) to avoid permanent restrictions  Acting quickly will prevent any disruption to your scheduled payments or access to your funds.  Thank you for your immediate attention.  Best regards,
Fraud & Security Operations
Customer Protection Division
",1,AI,Grok,role-based,finance,
156,"Compliance & Fraud Review compliance@bank-secure-notice.org (mailto:compliance@bank-secure-notice.org)
","Final Notice: Confirm Identity or Risk Account Closure 
","Dear Valued Customer,  Our Compliance and Fraud Review department has initiated a mandatory identity re-verification process due to recent anomalies detected in your account usage (notably login attempts from a new location and device type).  This is a one-time compliance requirement under updated anti-money laundering and fraud prevention regulations. If not completed within 24 hours, your account will be subject to closure or indefinite suspension as a protective measure.  Please click the secure link below to confirm your identity and prevent any interruption to your banking services:
[Complete Mandatory Identity Confirmation →]  Verification ID: CMP-2026-562918
Detected Concern: Multiple failed authentication attempts – 05/02/2026  We strongly advise completing this step without delay. Should you believe this message to be in error, contact our dedicated fraud line after verification.  Thank you for helping us maintain the highest standards of account security.  Sincerely,
Compliance & Fraud Prevention
Secure Banking
",1,AI,Grok,role-based,finance,
157,"Sarah Mitchell sarah.mitchell@nexlify.team (mailto:sarah.mitchell@nexlify.team)
","Welcome to the team, Youssef! Quick onboarding doc to review
","Hi Youssef,  Really pleased to have you on board as our new Marketing Intern starting next week!  I’ve attached your personalized onboarding checklist and the final version of your offer letter / starter pack for you to review and confirm everything looks correct before we finalize your access on Monday.  Could you please open the document, double-check your personal details (bank info, emergency contact, NI number etc.), and just reply to this email with a quick “All good” once you’ve had a look? That would be super helpful.  File: Youssef_Onboarding_Confirmation_Feb2026.docx  If you have any trouble opening it, let me know right away.  Looking forward to meeting you soon – excited to get you started!  Best regards,
Sarah Mitchell
Digital Marketing Manager
Nexlify Solutions
sarah.mitchell@nexlify.team (mailto:sarah.mitchell@nexlify.team) | +44 (0)20 7946 0958
",1,AI,Grok,role-based,corporate,
158,"James Carter james.carter@nexlify-hr.net (mailto:james.carter@nexlify-hr.net)
","Action Needed Today: Confirm Onboarding Details
","Hello Youssef,  This is James from the Marketing team – I’ll be your line manager during your internship.  IT is setting up your laptop, email and internal accounts this afternoon and they need final confirmation of your details before they can proceed.  I’ve put together a short secure form/document with the information we have on file. Please open it, verify everything is accurate (especially payroll banking details and start date), and hit “Submit” at the bottom – it auto-sends confirmation to me and IT.  Link to confirm: [Review & Confirm Onboarding Details →]
(Alternative – attached version: Onboarding_Verification_Youssef_05-02-2026.pdf)  This needs to be done by end of day so there’s no delay on your first day next week.  Thanks so much for your quick help!  Cheers,
James Carter
Senior Marketing Manager
Nexlify Solutions
",1,AI,Grok,role-based,corporate,
159,"Emma Reynolds emma.reynolds@team-nexlify.com (mailto:emma.reynolds@team-nexlify.com)
","Your Nexlify Welcome Pack – Just Need a Quick Check
","Hey Youssef,  Emma here – I’m looking after the new starters in Marketing. Welcome aboard!  I’ve uploaded your full onboarding pack (contract summary, first-week schedule, IT setup guide, uniform/equipment request form, etc.) to our shared drive for you to review.  Could you please click the link below, open the main document, and let me know once you’ve checked it over? Especially important to confirm your emergency contact and payment details are correct before we run payroll setup next week.  Access link: [Open Your Onboarding Pack →]
Document name inside: New_Intern_Onboarding_Pack_Youssef_Feb_2026.docx  If the link asks you to sign in, just use your personal email for now (we’ll issue your @nexlify
 account on day one).  Any questions, just shout! Super excited to have you join us.  Talk soon,
Emma
Marketing Operations Lead
Nexlify Solutions
",1,AI,Grok,role-based,corporate,
160,"Accounts Payable ap@coretech-finance.co (mailto:ap@coretech-finance.co)
","Urgent: Invoice #INV-478392 – Correction Required
","Dear Supplier Team,  I hope this email finds you well.  I’m writing from the Accounts department at CoreTech Solutions regarding Purchase Order #PO-2026-1567 / your recent invoice INV-478392 dated 28 January 2026 for £4,872.50 (excl. VAT).  We have identified a minor discrepancy in the unit pricing on line item 3 (Widget Assembly Service). The corrected invoice is attached for your immediate review and confirmation.  Please open the attached document, verify the updated totals, and reply to this email confirming that the revised amount is correct so we can process payment in the next cycle (target: 12 February 2026).  Attachment: INV-478392_Corrected_05-02-2026.pdf  If you have any questions or require further clarification, please let me know as soon as possible. Apologies for any inconvenience caused.  Many thanks for your prompt attention.  Best regards,
Laura Bennett
Accounts Payable Specialist
CoreTech Solutions
accounts@coretech.co.uk (mailto:accounts@coretech.co.uk) | +44 (0)20 7946 1234
",1,AI,Grok,role-based,corporate,
161,"Finance Team finance@coretech-payments.net (mailto:finance@coretech-payments.net)
","Payment on Hold – Please Review Attached Invoice #INV-562918
","Dear [Supplier Contact / Accounts Team],  Our payment run for February 2026 is currently being prepared. We are holding payment against your invoice #INV-562918 (£12,450.00 incl. VAT) pending final review and approval.  A copy of the invoice we have on file is attached. Could you please:  Open the document  
Confirm that all details (amount, PO reference PO-2026-28941, delivery dates, etc.) are accurate  
Reply to this email with your confirmation (“Invoice correct” or note any discrepancies)

Once confirmed, we will release the payment within 24–48 hours.  Attachment: Invoice_562918_Review_Copy_05Feb2026.pdf  Your prompt response will help avoid any delay in settlement. Thank you for your continued partnership.  Kind regards,
Mark Reynolds
Senior Accounts Payable Officer
CoreTech Solutions
finance@coretech.co.uk (mailto:finance@coretech.co.uk) | Internal ext. 4589
",1,AI,Grok,role-based,corporate,
162,"AP Department apdepartment@coretech-fin.co (mailto:apdepartment@coretech-fin.co)
","Action Required: Review Updated Invoice for Order #ORD-784129
","Hello,  This is from the Accounts Payable team at CoreTech Solutions.  We recently received your invoice for Order #ORD-784129 (Services rendered Jan 2026 – amount £8,295.00). During our internal verification process, a small adjustment was required to align with the agreed PO terms.  The updated / final version of the invoice is attached for your records and approval. Please open the file, review the revised breakdown, and reply to confirm acceptance of the updated total so we can schedule payment for next week.  Attachment: ORD-784129_Updated_Invoice_05-02-2026.docx  We aim to process all approved invoices by 14 February 2026 – your quick confirmation would be greatly appreciated.  Thank you for your assistance.  Regards,
Sophie Carter
Accounts Payable Coordinator
CoreTech Solutions
ap@coretech-fin.co.uk (mailto:ap@coretech-fin.co.uk) | +44 (0)20 7946 5678
",1,AI,Grok,role-based,corporate,
163,"Student Registry registry-support@harrington-uni.net (mailto:registry-support@harrington-uni.net)
","URGENT: Confirm Your Course Registration for 2026
","Dear Youssef,  Our records show that your course registration for the Spring 2026 semester has not yet been fully confirmed.  To secure your place on the selected modules (including any wait-listed options) and to ensure you receive access to lecture timetables, reading lists, and the VLE by the start of term, you must log in to the student portal and complete the final confirmation step today.  Failure to confirm within 48 hours may result in your modules being released to other students.  Please use the secure link below to log in and verify your registration:
[Log in to Confirm Registration →]  Student ID: Y-47829
Academic Year: 2025/26  If you have already completed this step or believe this is an error, please reply to this email so we can update our system.  Thank you for your prompt attention – we’re here to help you get ready for a successful semester.  Best regards,
Emily Harper
Student Support Officer
Harrington University
registry@harrington-uni.ac.uk (mailto:registry@harrington-uni.ac.uk) | +44 (0)161 294 6000
",1,AI,Grok,role-based,academic,
164,"Student Services studentservices@harrington-support.org (mailto:studentservices@harrington-support.org)
","Action Required Today: Finalise Your Module Registration 
","Hello Youssef,  This is a reminder from Student Services that your 2026 course registration remains incomplete. Several modules you selected are now showing high demand and some have reached capacity.  To avoid losing your place and to generate your official timetable and module access codes, please log in to the student portal immediately and finalise your registration.  Secure login link: [Log in & Complete Registration →]  Reference: Registration Batch – SPR2026-Y47829
Deadline: 06 February 2026 (end of day) to guarantee your choices  Once logged in, you will be prompted to review your selections and confirm. The process should take less than 2 minutes.  We apologise for any inconvenience and appreciate your quick action.  Kind regards,
Liam Patel
Student Registry & Enrolment Team
Harrington University
",1,AI,Grok,role-based,academic,
165,"Academic Registry Support support@registry-harrington.team (mailto:support@registry-harrington.team)
","Important: Verify Your Student Account & Course Enrolment 
","Dear Student,  As part of our annual system security and enrolment verification process, we are asking all students to log in to the Harrington University student portal to confirm their 2026 course registration details.  Your account has been flagged for a routine check due to recent updates to the enrolment system. Completing this step will also unlock your full online services (timetable, email, library access, Moodle/VLE, etc.).  Please click the secure link below to log in and verify your registration status:
[Secure Portal Login – Verify Enrolment →]  Student Reference: Y47829 / 2025-26
Action required by: 07 February 2026  If you experience any login issues, reply to this message or contact the Student Helpdesk during office hours.  Thank you for helping us maintain accurate records and secure access for all students.  Regards,
Sophie Lawson
Student Support & Registry Officer
Harrington University
support@registry-harrington.ac.uk (mailto:support@registry-harrington.ac.uk)
",1,AI,Grok,role-based,academic,
166,"Security Notifications security@globalbank-alerts.net (mailto:security@globalbank-alerts.net)
","Important Security Update – Action Required
","Dear Customer,  We are implementing enhanced security measures to protect your account. As part of this mandatory update, you must verify your identity and re-authenticate your online banking profile.  Please complete this process within 48 hours to avoid temporary access restrictions.  [Complete Security Update →]  Thank you for helping us maintain the highest standards of account protection.  Regards,
Online Banking Security Team
",1,AI,Grok,constraint-based,finance,
167,"Account Protection protection@securebank-notify.com (mailto:protection@securebank-notify.com)
","Security Upgrade Notice – Verify Your Account
","Dear Valued Customer,  To strengthen protection against emerging threats, we are rolling out a required security upgrade for all online banking users.  You are requested to confirm your identity through our secure verification portal. This one-time step ensures uninterrupted access to your services.  [Verify & Activate Upgrade →]  Please action this within 72 hours. We appreciate your cooperation.  Best regards,
Security Operations
",1,AI,Grok,constraint-based,finance,
168,"Fraud Prevention fraudprevention@primebank-secure.org (mailto:fraudprevention@primebank-secure.org)
",Mandatory: Banking Security Protocol Update,"Dear Customer,  As part of our ongoing commitment to your safety, we are enforcing an updated authentication protocol. All customers must re-verify their credentials to maintain full account functionality.  Failure to complete this step may result in restricted access starting next week.  [Re-verify Credentials Now →]  Thank you for your prompt attention to this important security requirement.  Sincerely,
Customer Security Division
",1,AI,Grok,constraint-based,finance,
169,"IT Helpdesk helpdesk@citymetro-university.net (mailto:helpdesk@citymetro-university.net)
"," Quick Check: Update Your IT Account Settings
","Dear Youssef,  We’re currently refreshing account settings for smoother access to email, portal and library resources next term.  Could you please take 1 minute to log in and confirm your contact details and preferred notification settings?  [Update My Settings →]  This helps us keep everything running smoothly for you. Thank you for your help!  Best regards,
IT Helpdesk Team
City Metro University
",1,AI,Grok,constraint-based,corporate,
170,"IT Support support@citymetro-it.team (mailto:support@citymetro-it.team)
","Friendly Reminder: Verify Your Student Email Access
","Hi Youssef,  We’ve made some improvements to single sign-on for university services. To ensure you can continue using your student email and apps without interruption, please log in quickly to verify your account.  [Verify Account Access →]  It only takes a moment – thank you for keeping things up to date!  Kind regards,
IT Support
City Metro University
",1,AI,Grok,constraint-based,corporate,
171,"University IT Service Desk itservice@citymetro-academic.org (mailto:itservice@citymetro-academic.org)  
","IT Service Update – Confirm Your Profile  
","Hello Youssef,  As part of routine maintenance, we’re asking students to review and confirm their basic profile information in the central IT portal.  This ensures you receive the right notifications and have seamless access to all services.  Please sign in here: [Review & Confirm Profile →]  Appreciate your quick help – thank you!  Regards,
IT Service Desk
City Metro University
",1,AI,Grok,constraint-based,corporate,
172,"Accounts Receivable ar@billing-support.team (mailto:ar@billing-support.team)
","Friendly Reminder: Invoice #INV-784129 Still Pending
","Dear Youssef,  I hope this message finds you well.  We wanted to gently remind you that invoice #INV-784129, issued on 15 January 2026 for £347.50 (incl. VAT), remains outstanding. The payment due date was 31 January 2026.  A copy of the invoice is attached for your convenience. Please review it at your earliest opportunity and let us know if everything looks correct. Settling this soon would be greatly appreciated and helps keep our records up to date.  [View Invoice & Make Payment →]  Thank you for your continued partnership. Feel free to reply if you have any questions.  Best regards,
Rachel Evans
Accounts Receivable
",1,AI,Grok,constraint-based,finance,
173,"Finance Team finance@service-billing.net (mailto:finance@service-billing.net)
","Overdue Invoice – Quick Confirmation Requested
","Dear Customer,  Just a courteous note regarding invoice #INV-562918 dated 20 January 2026 (£189.00 incl. VAT). Our records show this payment is now a few days past due.  We’ve re-attached the invoice for easy reference. Could you please take a moment to confirm receipt and process the payment when convenient? We’d be grateful for your assistance in clearing this item.  [Review & Settle Invoice →]  Thank you so much for your attention to this—we truly value your business.  Kind regards,
James Carter
Finance Coordinator
",1,AI,Grok,constraint-based,finance,
174,"Billing Department billing@account-services.org (mailto:billing@account-services.org)
","Gentle Reminder: Outstanding Balance – Invoice #INV-947102
","Hello Youssef,  We hope all is well with you.  We noticed that invoice #INV-947102 for £512.75 (services rendered December 2025) is still awaiting payment. The due date was 4 February 2026.  The invoice is attached for your review. If everything appears correct, we’d greatly appreciate it if you could arrange settlement at your earliest convenience. A quick confirmation would also be very helpful.  [Open Invoice & Pay Securely →]  Thank you for your understanding and prompt attention—we really appreciate it.  Warm regards,
Sophie Patel
Billing Support
",1,AI,Grok,constraint-based,finance,
175,"Parcel Services track@delivery-notice.net (mailto:track@delivery-notice.net)
","Delivery Attempt Failed – Action Required Today
","Dear Youssef,  We tried to deliver your parcel today but no one was available to receive it.  Your package is held at the local depot and will be returned to sender in 24 hours unless you reschedule or arrange collection immediately.  Please confirm your preferred option here to secure your delivery:
[Reschedule Delivery Now →]  Tracking No: PDX-927481  Thank you for your prompt attention.  Regards,
Delivery Support Team
",1,AI,Grok,constraint-based,corporate,
176,"Courier Updates noreply@courier-alert.org (mailto:noreply@courier-alert.org)
","Missed Delivery – Your Parcel Awaits Collection
","Hello,  A delivery attempt was made for your parcel at 17:45 today, but it could not be completed.  The item is now scheduled for return to the sender tomorrow unless you act quickly to redirect or collect it.  Avoid losing your package – update your delivery instructions here:
[Update Delivery Details →]  Ref: EXP-564392  We appreciate your immediate response.  Best regards,
Courier Service Team
",1,AI,Grok,constraint-based,corporate,
177,"Shipping Notifications support@ship-track.team (mailto:support@ship-track.team)
","Urgent: Parcel Held – Confirm Redelivery Before Close
","Dear Customer,  Your parcel could not be delivered earlier today due to no response at the address.  It is currently held and must be redirected or collected within the next 18 hours to prevent return to sender.  Please use this link to choose a new time or safe place:
[Confirm Redelivery →]  Tracking: GLS-318749  Thank you.  Kind regards,
Shipping Operations
",1,AI,Grok,constraint-based,corporate,
178,"Scholarships Office scholarships@westbridge-academic.net (mailto:scholarships@westbridge-academic.net)
","Important: Scholarship Application Status Update – Action Required
","Dear Youssef,  We are pleased to inform you that your scholarship application for the 2026/27 academic year has progressed to the final verification stage.  To secure your provisional award and prevent any delay in disbursement, please log in to the scholarship portal to review and confirm your current details.  [Access Scholarship Portal →]  Student Reference: SCH-2026-Y47829
Deadline: 7 February 2026  Thank you for your prompt attention to this important step.  Yours sincerely,
Dr. A. Thompson
Scholarships Administrator
Westbridge University
",1,AI,Grok,constraint-based,academic,
179,"Financial Awards Team awards@westbridge-support.org (mailto:awards@westbridge-support.org)
","Scholarship Award Update – Verification Needed
","Dear Student,  Following recent review of scholarship allocations for the forthcoming academic year, your eligibility status requires final confirmation.  Our records indicate you are due an updated award letter. Please access the secure portal below to view the document and verify your acceptance of the terms.  [View & Confirm Scholarship Update →]  Reference: AWARD-47829-2026
Action required within 72 hours to maintain eligibility.  We appreciate your cooperation in completing this process.  Best regards,
Scholarships & Bursaries Office
Westbridge University
",1,AI,Grok,constraint-based,academic,
180,"Student Funding Office funding@westbridge-uni.team (mailto:funding@westbridge-uni.team)
","2026/27 Scholarship – Final Confirmation Step
","Dear Youssef,  Your scholarship application has been conditionally approved pending one remaining step.  To activate your award and ensure funds are allocated for the next academic session, please log in to the university funding portal and complete the identity and acceptance confirmation.  [Complete Scholarship Confirmation →]  Application ID: SCH-Y47829
Please action this request by 8 February 2026 to avoid reassignment of funds.  Thank you for your attention to this matter.  Yours faithfully,
E. Patel
Student Funding Coordinator
Westbridge University
",1,AI,Grok,constraint-based,academic,
181,security-alert@securebank-notifications.com,URGENT: Action Required to Secure Your Account,"Dear Valued Customer,

Our security systems have detected unusual login attempts on your SecureTrust Bank account. To protect your funds, we have placed a temporary restriction on your account.

You must verify your identity within the next 24 hours to restore full access and avoid permanent suspension.

➤ Click here to verify your account now:
https://secure-verify.trustbank-update.com/account/confirm

This is a mandatory security check. Failure to complete verification will result in continued account restrictions.

Thank you,
The SecureTrust Bank Security Team
This is an automated message. Please do not reply to this email.",1,AI,DeepSeek,direct,finance,
182,no-reply@myglobalbank.net,Your Account Profile Requires an Update,"Dear Account Holder,

As part of our ongoing commitment to security, Global Frontier Bank is updating our customer profile database. We require you to confirm your current account information.

Please complete this brief verification to ensure uninterrupted service.

➤ Update Your Profile Here:
http://profile.globalfrontier-bank.secure/login

This process helps us prevent fraud and serve you better. If you do not update your information within 7 days, you may experience delays with online banking services.

Sincerely,
Customer Care Department
Global Frontier Bank
Note: We will never ask for your PIN or full password via email.",1,AI,DeepSeek,direct,finance,
183,support@swiftunionbank.com,Account Locked - Suspicious Transaction Detected,"SECURITY NOTIFICATION - ACCOUNT LOCKED

A login from a unrecognized device in a different region was attempted on your SwiftUnion Bank account. For your protection, we have immediately locked your account.

To unlock your account and review the flagged activity, you must confirm your details.

➤ Unlock Account & Review Activity:
https://swiftunion.auth-confirmation.xyz/restore

Time is critical. If this is not completed, the suspicious transaction may be processed, and your account will remain locked indefinitely.

For your security, this link will expire in 6 hours.

Regards,
SwiftUnion Bank Fraud Prevention Center
24/7 Support Line: 1-800-555-0199 (Fictitious Number)",1,AI,DeepSeek,direct,finance,
184,security@paylink-notify.com,New Sign-In Detected on Your PayLink Account,"Security Alert

Hello,

We noticed a new sign-in to your PayLink account from a device we don't recognize.

Location: Springfield, State (Approximate)

Device: Windows / Chrome browser

Time: [Today's Date] 2:47 AM UTC

If this was you, you can ignore this message. No further action is needed.

If this wasn't you, your account may have been compromised. Please secure your account immediately.

➤ Review Activity and Secure Account:
https://account-verify.paylink-secure.net/login

For your security, we recommend changing your password and enabling two-step verification after reviewing this activity.

Thank you,
The PayLink Security Team
This is an automated message. Please do not reply.",1,AI,DeepSeek,direct,finance,
185,no-reply@alert.swiftpayportal.com,ACTION NEEDED: Unusual Spending Activity Flagged,"Important Account Notification

Dear SwiftPay User,

Our automated fraud detection system has identified unusual transaction patterns on your account inconsistent with your typical spending behavior. To prevent potential fraud, a temporary spending limit has been applied.

You must confirm the recent activity to remove the restriction.

➤ Confirm Your Recent Transactions:
http://swiftpay-authorize.center/activity-review

Once verified, the limit will be removed immediately. If you do not recognize the activity, you must follow the steps to dispute the transactions and change your credentials.

Sincerely,
SwiftPay Fraud Prevention Department
To ensure this is not a fraudulent email, you can also log in directly through the official SwiftPay app.",1,AI,DeepSeek,direct,finance,
186,account-recovery@mypayhub-support.com,Your MyPayHub session was terminated for security,"Urgent Security Measure Taken

We have signed you out of all devices associated with your MyPayHub account.

Why you're seeing this: Our systems detected multiple failed login attempts followed by a successful login from an unusual IP address. As a precaution, we have terminated all active sessions.

To regain access to your account and funds, you must complete an identity verification check.

➤ Verify Identity & Restore Access:
https://login.mypayhub-verification.xyz/restore

This link is unique to you and will expire in 1 hour for security. If you did not initiate this request, contact us immediately via the phone number listed on the back of your card.

The MyPayHub Account Safety Team",1,AI,DeepSeek,direct,finance,
187,licenses@techsuite-notifications.com,ACTION REQUIRED: Your TechSuite Pro License is Suspended,"IMPORTANT ACCOUNT NOTIFICATION

Our system has detected unusual authentication activity across multiple geographic regions for your corporate TechSuite Pro account (License ID: TS-7842-AA).

To protect your data and software assets, we have initiated a security suspension of your license. Your access will remain restricted until your account is verified.

You must re-authenticate your account immediately to restore service and avoid permanent license revocation.

➤ Click here to verify your account and restore access:
https://re-auth.techsuite-license.com/verify

This verification must be completed within the next 4 hours. If this activity was authorized, you may safely proceed. If not, please follow the steps to secure your account.

Thank you,
TechSuite Global License Security Team
This is an automated message from an unmonitored mailbox.",1,AI,DeepSeek,direct,corporate,
188,admin-alerts@cloudcollab-tools.net,[Security Flag] Unusual Admin Login on Your CloudCollab Organization,"Administrator Security Alert

Dear CloudCollab Administrator,

A successful administrator-level login to your organization (""Main_Organization"") was detected from a new location and device.

Login Time: 03:22 UTC

Approximate Location: Brussels, BE

IP Address: 192.168.89.204 (Note: This is a private IP, a common phishing mistake)

If this was you or an authorized IT administrator, no action is needed.

If you do not recognize this login, you are required to re-authenticate all admin accounts immediately to prevent unauthorized configuration changes or data export.

➤ Review Login & Re-authenticate Admins:
http://secure.cloudcollab-dashboard.org/login/confirm

For security, this alert will also appear in your organization's genuine Audit Log.

Sincerely,
The CloudCollab Trust & Safety Team",1,AI,DeepSeek,direct,corporate,
189,no-reply@account.workflow-soft.com,You have been signed out of all WorkFlowSoft sessions,"Mandatory Security Re-verification

Hello,

Due to detected irregularities in your account's access patterns, we have proactively signed you out of all active WorkFlowSoft sessions on all devices as a security precaution.

To continue using your WorkFlowSoft applications, you must complete a mandatory identity verification. This is a one-time process to ensure your account's integrity.

➤ Begin Identity Verification Now:
https://id.workflowsoft-verify-center.com/auth

What you'll need: Your username, password, and access to your registered email to receive a confirmation code.

Failure to complete this verification within 24 hours will result in your account being placed in a restricted ""view-only"" state, preventing edits or exports.

Need help? Visit our real support page by typing support.workflowsoft.com directly into your browser.

The WorkFlowSoft Account Protection System",1,AI,DeepSeek,direct,corporate,
190,delivery-update@quickship-logistics.net,URGENT: Action Required for Your Package #QSH-7942-EL,"Delivery Notification - Attempt Failed

Dear Customer,

A delivery attempt for your package was unsuccessful at 10:15 AM today. The driver reported ""Incorrect Address Details.""

To schedule a redelivery for tomorrow, you must confirm your address and pay a small redelivery fee ($2.85) within the next 3 hours. Failure to do so will result in your package being returned to the sender.

Package Reference: QSH-7942-EL
Last Status: Held at Local Distribution Center

➤ Click here to confirm address & pay fee:
https://redelivery.quickship-resolve.com/confirm

Please have your tracking number and payment method ready.

Sincerely,
QuickShip Logistics Customer Service
Please do not reply to this automated message.",1,AI,DeepSeek,direct,corporate,
191,customs@global-post-courier.com,IMMEDIATE ACTION: Your Int'l Shipment is On Hold (Invoice Required),"Customs Clearance Delay

Your international shipment from GlobalPost Courier requires immediate attention. A customs clearance fee is due, and we need a copy of your commercial invoice to proceed.

Tracking ID: GP-88JFK3345097
Destination: Your City
Hold Reason: Import Duty Payment & Documentation Required

To prevent your shipment from being seized or destroyed by customs, you must submit the required documentation and settle the outstanding charge ($24.70 USD).

➤ Upload Invoice & Pay Fees Here:
http://clearance.globalpost-office.com/upload

This is the only notification you will receive. The deadline for submission is end of business today.

GlobalPost Clearance Department
This is a mandatory step for all international shipments.",1,AI,DeepSeek,direct,corporate,
192,security@packet-deliver-notify.org,Fraud Alert: Verify Your Recent Shipment Purchase,"Shipment Verification Required

Hello,

Our fraud prevention system has flagged a high-value shipment ordered on your account as potentially unauthorized.

Order Date: Yesterday
Shipment Value: $1,249.99
Destination: Your Home Address

To protect you from fraud, we have placed an immediate HOLD on this shipment and all related account activity.

You must verify this purchase within 60 minutes to release the hold. If the purchase is not verified, the shipment will be cancelled and your account suspended for investigation.

➤ Verify This Purchase Now:
https://secure.packetdelivery-auth.net/fraud-check

If you did NOT make this purchase, follow the steps in the verification portal to report fraud and secure your account.

Thank you,
PacketDeliver Security Center",1,AI,DeepSeek,direct,corporate,
193,hr-updates@corporation-hr-portal.com,ACTION REQUIRED: Confirm Payroll Details for Annual Tax Audit,"INTERNAL HR MEMORANDUM

Dear Employee,

As part of our annual payroll and tax compliance audit, the Human Resources department is required to verify all active employee banking and tax withholding information.

You must review and confirm your current details in the HR portal by 5:00 PM this Friday. Failure to do so may result in a delay of your next paycheck during the audit period.

➤ Click here to log in and confirm your payroll details:
https://portal.corporation-hr-confirm.net/payroll-verify

*You will be asked to re-enter your direct deposit bank routing number, account number, and current W-4 tax withholdings for verification.*

This is a mandatory compliance requirement. Please treat this request with urgency.

Thank you,
Jane Richardson
Head of Payroll & Compliance
Human Resources Department",1,AI,DeepSeek,direct,corporate,
194,no-reply@new-hris-platform.org,Urgent: Verify Your Information in New HRIS Before Payroll Cut-off,"HRIS Migration Notification

Hello,

We are migrating to a new Human Resources Information System (HRIS) this pay period. To ensure a seamless transition and guarantee your upcoming paycheck is processed correctly, you must validate your employee profile in the new system.

Deadline: Tomorrow, 11:59 PM

Required Information to Confirm:

Full Legal Name

Current Address

Direct Deposit Details

Emergency Contact

➤ Access the New HRIS Portal Here:
https://login.new-hris-validation.work/verify

Use your existing network username and password to sign in.

If you do not complete this verification before the deadline, your employee status will be set to ""Inactive"" in the new system, halting all payroll processing.

Sincerely,
The HRIS Migration Team
This is an automated message. For questions, contact your local HR representative.",1,AI,DeepSeek,direct,corporate,
195,payroll-security@internal-finance-alert.net,SECURITY FLAG: Unauthorized Change Attempt on Your Payroll Account,"Immediate Verification Required

Our payroll security monitor has detected an unauthorized attempt to change the direct deposit information on your file today at 9:47 AM.

As a precaution, we have temporarily locked your payroll profile. You must immediately verify and re-secure your banking details to prevent fraudulent diversion of your funds.

➤ Click to Review Attempt & Secure Account:
https://secure.payroll-verification-center.com/alert

You will need to provide:

Your employee ID

The last 4 digits of your SSN (for verification)

Your current correct bank information

You must complete this within 60 minutes. If no action is taken, your payroll will be suspended and an incident report will be filed with the Finance Department.

Regards,
Michael Torres
Payroll Security Officer
Internal Finance Department",1,AI,DeepSeek,direct,corporate,
196,it.support@clearwateruni-notify.org,ACTION REQUIRED: Password Reset Mandatory by 5PM Today,"University IT Services - Priority Bulletin

Dear Faculty and Staff,

Our central authentication infrastructure is undergoing a critical security upgrade tonight. To ensure uninterrupted access to all university systems (email, learning management system, payroll portal), you are required to proactively reset your campus network password.

You must complete this reset before 5:00 PM today. Accounts not updated by this deadline will be temporarily locked to prevent synchronization errors.

➤ Click here to proceed to the official password reset portal:
https://password-reset.clearwateruni.portal.live/update

You will be asked to provide your current password and then create a new, strong password adhering to our updated security policy.

This is a mandatory process for all staff. Please treat it with urgency to avoid access disruption.

Thank you for your cooperation,
Martin Foster
CIO, Office of Information Technology
Clearwater University",1,AI,DeepSeek,role-based,academic,
